timestamp,temp,soil_temp,city
2026-04-20T00:00,9.0,10.7,Singapore
2026-04-20T01:00,8.2,9.7,Singapore
2026-04-20T02:00,7.4,8.6,Singapore
2026-04-20T03:00,7.0,8.1,Singapore
2026-04-20T04:00,6.7,7.7,Singapore
2026-04-20T05:00,6.5,7.4,Singapore
2026-04-20T06:00,6.2,7.2,Singapore
2026-04-20T07:00,5.8,6.9,Singapore
2026-04-20T08:00,5.7,7.1,Singapore
2026-04-20T09:00,5.5,6.9,Singapore
2026-04-20T10:00,5.2,6.6,Singapore
2026-04-20T11:00,5.0,6.6,Singapore
2026-04-20T12:00,5.1,6.5,Singapore
2026-04-20T13:00,5.4,6.7,Singapore
2026-04-20T14:00,5.9,7.2,Singapore
2026-04-20T15:00,8.0,8.8,Singapore
2026-04-20T16:00,8.3,10.5,Singapore
2026-04-20T17:00,8.6,11.0,Singapore
2026-04-20T18:00,9.4,11.9,Singapore
2026-04-20T19:00,9.6,12.1,Singapore
2026-04-20T20:00,10.2,13.3,Singapore
2026-04-20T21:00,10.6,13.1,Singapore
2026-04-20T22:00,11.1,14.7,Singapore
2026-04-20T23:00,11.9,15.1,Singapore
2026-04-21T00:00,11.7,13.9,Singapore
2026-04-21T01:00,11.5,12.4,Singapore
2026-04-21T02:00,11.2,10.8,Singapore
2026-04-21T03:00,10.6,10.0,Singapore
2026-04-21T04:00,9.1,8.8,Singapore
2026-04-21T05:00,7.7,7.3,Singapore
2026-04-21T06:00,6.7,6.5,Singapore
2026-04-21T07:00,5.7,5.7,Singapore
2026-04-21T08:00,4.9,5.0,Singapore
2026-04-21T09:00,4.1,4.3,Singapore
2026-04-21T10:00,3.5,3.8,Singapore
2026-04-21T11:00,3.0,3.3,Singapore
2026-04-21T12:00,2.5,2.8,Singapore
2026-04-21T13:00,2.5,3.7,Singapore
2026-04-21T14:00,3.5,6.7,Singapore
2026-04-21T15:00,5.6,10.8,Singapore
2026-04-21T16:00,7.9,15.2,Singapore
2026-04-21T17:00,10.2,19.3,Singapore
2026-04-21T18:00,12.2,21.5,Singapore
2026-04-21T19:00,13.1,20.3,Singapore
2026-04-21T20:00,13.5,20.1,Singapore
2026-04-21T21:00,14.0,19.6,Singapore
2026-04-21T22:00,13.8,17.2,Singapore
2026-04-21T23:00,13.6,15.4,Singapore
2026-04-22T00:00,12.8,14.1,Singapore
2026-04-22T01:00,11.7,11.6,Singapore
2026-04-22T02:00,10.4,9.3,Singapore
2026-04-22T03:00,8.7,7.5,Singapore
2026-04-22T04:00,7.4,6.4,Singapore
2026-04-22T05:00,6.1,5.3,Singapore
2026-04-22T06:00,5.2,4.3,Singapore
2026-04-22T07:00,4.5,3.7,Singapore
2026-04-22T08:00,4.0,3.2,Singapore
2026-04-22T09:00,3.6,2.7,Singapore
2026-04-22T10:00,3.4,2.2,Singapore
2026-04-22T11:00,3.0,1.9,Singapore
2026-04-22T12:00,2.8,1.6,Singapore
2026-04-22T13:00,3.1,3.2,Singapore
2026-04-22T14:00,4.4,6.2,Singapore
2026-04-22T15:00,6.5,10.1,Singapore
2026-04-22T16:00,8.8,13.9,Singapore
2026-04-22T17:00,11.2,17.6,Singapore
2026-04-22T18:00,13.5,20.5,Singapore
2026-04-22T19:00,15.4,21.7,Singapore
2026-04-22T20:00,16.2,19.7,Singapore
2026-04-22T21:00,16.8,21.5,Singapore
2026-04-22T22:00,17.2,21.6,Singapore
2026-04-22T23:00,17.1,18.9,Singapore
2026-04-23T00:00,16.6,16.7,Singapore
2026-04-23T01:00,15.8,15.1,Singapore
2026-04-23T02:00,14.5,12.6,Singapore
2026-04-23T03:00,13.2,11.2,Singapore
2026-04-23T04:00,11.7,10.1,Singapore
2026-04-23T05:00,10.5,9.2,Singapore
2026-04-23T06:00,9.7,8.6,Singapore
2026-04-23T07:00,9.2,8.3,Singapore
2026-04-23T08:00,8.6,7.8,Singapore
2026-04-23T09:00,8.0,7.1,Singapore
2026-04-23T10:00,7.3,6.4,Singapore
2026-04-23T11:00,6.6,6.0,Singapore
2026-04-23T12:00,5.6,5.9,Singapore
2026-04-23T13:00,4.5,6.1,Singapore
2026-04-23T14:00,4.1,6.6,Singapore
2026-04-23T15:00,4.5,7.5,Singapore
2026-04-23T16:00,5.6,8.7,Singapore
2026-04-23T17:00,7.0,10.5,Singapore
2026-04-23T18:00,8.8,13.6,Singapore
2026-04-23T19:00,11.0,17.3,Singapore
2026-04-23T20:00,12.8,19.8,Singapore
2026-04-23T21:00,13.9,20.1,Singapore
2026-04-23T22:00,14.6,19.2,Singapore
2026-04-23T23:00,15.0,17.9,Singapore
2026-04-24T00:00,15.0,16.5,Singapore
2026-04-24T01:00,14.6,14.7,Singapore
2026-04-24T02:00,13.9,13.0,Singapore
2026-04-24T03:00,12.9,11.4,Singapore
2026-04-24T04:00,11.5,10.0,Singapore
2026-04-24T05:00,10.3,8.8,Singapore
2026-04-24T06:00,9.3,7.8,Singapore
2026-04-24T07:00,8.5,7.1,Singapore
