timestamp,temp,soil_temp,city
2026-04-24T08:00,7.7,6.5,Singapore
2026-04-24T09:00,7.0,5.8,Singapore
2026-04-24T10:00,6.3,5.1,Singapore
2026-04-24T11:00,5.8,5.0,Singapore
2026-04-24T12:00,5.4,5.4,Singapore
2026-04-24T13:00,5.2,6.2,Singapore
2026-04-24T14:00,5.4,7.5,Singapore
2026-04-24T15:00,6.2,9.5,Singapore
2026-04-24T16:00,7.5,11.9,Singapore
2026-04-24T17:00,8.7,14.2,Singapore
2026-04-24T18:00,9.7,14.6,Singapore
2026-04-24T19:00,10.4,14.7,Singapore
2026-04-24T20:00,10.9,14.5,Singapore
2026-04-24T21:00,12.2,14.8,Singapore
2026-04-24T22:00,14.1,16.6,Singapore
2026-04-24T23:00,15.3,17.2,Singapore
2026-04-25T00:00,15.1,16.0,Singapore
2026-04-25T01:00,14.1,13.7,Singapore
2026-04-25T02:00,12.9,11.6,Singapore
2026-04-25T03:00,11.6,10.3,Singapore
2026-04-25T04:00,10.2,9.2,Singapore
2026-04-25T05:00,9.0,8.4,Singapore
2026-04-25T06:00,8.1,7.9,Singapore
2026-04-25T07:00,7.5,7.6,Singapore
2026-04-25T08:00,7.2,7.4,Singapore
2026-04-25T09:00,7.1,7.3,Singapore
2026-04-25T10:00,7.2,7.3,Singapore
2026-04-25T11:00,7.4,7.4,Singapore
2026-04-25T12:00,7.3,7.3,Singapore
2026-04-25T13:00,7.2,7.2,Singapore
2026-04-25T14:00,7.4,7.7,Singapore
2026-04-25T15:00,8.0,9.1,Singapore
2026-04-25T16:00,9.0,11.1,Singapore
2026-04-25T17:00,9.8,12.8,Singapore
2026-04-25T18:00,10.6,14.3,Singapore
2026-04-25T19:00,11.3,15.7,Singapore
2026-04-25T20:00,11.7,16.3,Singapore
2026-04-25T21:00,11.8,15.8,Singapore
2026-04-25T22:00,11.6,14.6,Singapore
2026-04-25T23:00,11.0,13.1,Singapore
2026-04-26T00:00,10.0,11.3,Singapore
2026-04-26T01:00,8.6,9.2,Singapore
2026-04-26T02:00,7.3,7.4,Singapore
2026-04-26T03:00,6.4,6.4,Singapore
2026-04-26T04:00,5.7,5.7,Singapore
2026-04-26T05:00,5.1,5.1,Singapore
2026-04-26T06:00,4.7,4.4,Singapore
2026-04-26T07:00,4.3,3.8,Singapore
2026-04-26T08:00,3.8,3.2,Singapore
2026-04-26T09:00,3.0,2.3,Singapore
2026-04-26T10:00,2.2,1.5,Singapore
2026-04-26T11:00,1.7,1.3,Singapore
2026-04-26T12:00,1.7,2.2,Singapore
2026-04-26T13:00,2.2,3.7,Singapore
2026-04-26T14:00,3.1,5.7,Singapore
2026-04-26T15:00,4.8,8.4,Singapore
2026-04-26T16:00,6.9,11.5,Singapore
2026-04-26T17:00,8.6,13.9,Singapore
2026-04-26T18:00,9.6,15.1,Singapore
2026-04-26T19:00,9.9,15.5,Singapore
2026-04-26T20:00,10.0,15.7,Singapore
2026-04-26T21:00,9.9,,Singapore
2026-04-26T22:00,9.9,,Singapore
2026-04-26T23:00,9.5,,Singapore
